ID,Date,Element,Data_Value
GM000010147,2013-06-20,TMAX,272
GM000010147,2011-06-08,TMIN,106
GM000010147,2011-04-06,TMIN,96
GM000010147,2012-08-20,TMIN,178
GM000010147,2013-06-28,TMIN,106
GM000010147,2015-01-27,TMAX,62
GM000010147,2012-10-30,TMAX,95
GM000010147,2010-07-06,TMIN,105
GM000010147,2012-10-30,TMIN,13
GM000010147,2005-03-17,TMAX,126
GM000010147,2009-10-11,TMAX,121
GM000010147,2009-05-10,TMAX,176
GM000010147,2006-12-17,TMIN,22
GM000010147,2013-03-09,TMIN,-16
GM000010147,2011-01-14,TMIN,86
GM000010147,2005-10-04,TMAX,168
GM000010147,2009-10-11,TMIN,81
GM000010147,2011-01-14,TMAX,105
GM000010147,2005-10-04,TMIN,39
GM000010147,2007-10-28,TMAX,119
GM000010147,2007-10-28,TMIN,32
GM000010147,2009-05-10,TMIN,62
GM000010147,2014-09-20,TMIN,117
GM000010147,2008-07-04,TMAX,185
GM000010147,2006-10-24,TMIN,113
GM000010147,2008-10-25,TMIN,38
GM000010147,2014-05-08,TMAX,136
GM000010147,2006-10-24,TMAX,165
GM000010147,2008-07-04,TMIN,145
GM000010147,2013-03-09,TMAX,19
GM000010147,2014-05-08,TMIN,90
GM000010147,2015-02-11,TMIN,-3
GM000010147,2015-09-15,TMAX,153
GM000010147,2010-10-14,TMAX,133
GM000010147,2006-02-11,TMAX,20
GM000010147,2015-02-05,TMIN,-45
GM000010147,2008-12-26,TMAX,8
GM000010147,2008-09-05,TMAX,217
GM000010147,2005-03-17,TMIN,95
GM000010147,2014-03-07,TMAX,134
GM000010147,2010-08-03,TMIN,122
GM000010147,2005-09-24,TMAX,231
GM000010147,2011-10-21,TMIN,34
GM000010147,2013-06-28,TMAX,147
GM000010147,2011-10-21,TMAX,113
GM000010147,2013-12-26,TMAX,53
GM000010147,2007-11-30,TMIN,44
GM000010147,2005-11-28,TMIN,-16
GM000010147,2010-07-03,TMAX,343
GM000010147,2007-11-30,TMAX,80
GM000010147,2013-04-14,TMAX,168
GM000010147,2005-11-28,TMAX,5
GM000010147,2010-07-03,TMIN,190
GM000010147,2008-01-16,TMAX,103
GM000010147,2009-10-23,TMAX,78
GM000010147,2013-04-14,TMIN,29
GM000010147,2009-10-23,TMIN,58
GM000010147,2013-04-27,TMAX,105
GM000010147,2005-05-11,TMIN,30
GM000010147,2010-09-08,TMAX,187
GM000010147,2013-04-27,TMIN,19
GM000010147,2013-08-16,TMAX,266
GM000010147,2010-09-08,TMIN,126
GM000010147,2010-01-07,TMAX,-24
GM000010147,2013-08-16,TMIN,149
GM000010147,2008-01-16,TMIN,50
GM000010147,2008-12-26,TMIN,-35
GM000010147,2014-03-07,TMIN,35
GM000010147,2015-12-06,TMIN,64
GM000010147,2011-07-05,TMAX,207
GM000010147,2007-11-26,TMIN,0
GM000010147,2005-10-11,TMIN,81
GM000010147,2013-01-08,TMIN,66
GM000010147,2008-08-05,TMIN,121
GM000010147,2011-06-12,TMIN,71
GM000010147,2014-06-10,TMIN,172
GM000010147,2009-07-05,TMIN,146
GM000010147,2011-06-12,TMAX,203
GM000010147,2007-03-11,TMIN,43
GM000010147,2013-11-01,TMAX,122
GM000010147,2013-11-01,TMIN,81
GM000010147,2010-05-01,TMAX,145
GM000010147,2009-07-05,TMAX,253
GM000010147,2009-06-23,TMAX,229
GM000010147,2015-09-08,TMAX,190
GM000010147,2005-10-05,TMIN,88
GM000010147,2011-11-07,TMIN,86
GM000010147,2005-07-12,TMIN,146
GM000010147,2005-07-12,TMAX,293
GM000010147,2011-08-03,TMAX,274
GM000010147,2015-03-30,TMIN,34
GM000010147,2015-09-08,TMIN,70
GM000010147,2011-08-03,TMIN,159
GM000010147,2012-02-19,TMIN,-1
GM000010147,2006-01-13,TMAX,9
GM000010147,2014-03-13,TMAX,163
GM000010147,2007-03-11,TMAX,150
GM000010147,2014-03-13,TMIN,0
GM000010147,2006-11-04,TMIN,1
GM000010147,2010-05-01,TMIN,50
GM000010147,2013-07-24,TMAX,304
GM000010147,2009-06-23,TMIN,75
GM000010147,2005-07-09,TMAX,255
GM000010147,2007-11-15,TMIN,-41
GM000010147,2015-05-17,TMAX,143
GM000010147,2006-05-08,TMAX,222
GM000010147,2006-05-08,TMIN,83
GM000010147,2008-04-14,TMIN,19
GM000010147,2006-02-02,TMAX,9
GM000010147,2006-02-02,TMIN,-4
GM000010147,2014-07-13,TMAX,224
GM000010147,2015-01-20,TMAX,15
GM000010147,2008-04-14,TMAX,103
GM000010147,2006-01-13,TMIN,-19
GM000010147,2011-11-07,TMAX,98
GM000010147,2006-08-13,TMIN,95
GM000010147,2014-07-13,TMIN,148
GM000010147,2014-03-29,TMAX,157
GM000010147,2010-05-31,TMIN,105
GM000010147,2006-08-13,TMAX,222
GM000010147,2005-02-05,TMAX,56
GM000010147,2014-09-03,TMIN,88
GM000010147,2010-05-31,TMAX,158
GM000010147,2005-08-02,TMIN,111
GM000010147,2005-11-30,TMIN,4
GM000010147,2011-11-01,TMIN,85
GM000010147,2011-01-19,TMIN,10
GM000010147,2011-01-19,TMAX,49
GM000010147,2007-11-15,TMAX,31
GM000010147,2013-07-24,TMIN,165
GM000010147,2007-06-22,TMIN,127
GM000010147,2007-07-14,TMAX,294
GM000010147,2012-02-19,TMAX,55
GM000010147,2008-01-15,TMAX,101
GM000010147,2011-09-03,TMIN,130
GM000010147,2011-09-03,TMAX,274
GM000010147,2006-10-14,TMAX,139
GM000010147,2008-03-24,TMIN,-18
GM000010147,2008-03-24,TMAX,25
GM000010147,2014-07-24,TMAX,254
GM000010147,2011-07-05,TMIN,139
GM000010147,2005-12-14,TMIN,45
GM000010147,2005-07-24,TMAX,207
GM000010147,2014-07-24,TMIN,161
GM000010147,2005-09-10,TMIN,150
GM000010147,2015-04-30,TMAX,131
GM000010147,2012-03-16,TMAX,177
GM000010147,2013-07-03,TMAX,257
GM000010147,2012-03-16,TMIN,16
GM000010147,2015-04-30,TMIN,50
GM000010147,2007-06-12,TMIN,148
GM000010147,2008-08-20,TMIN,142
GM000010147,2008-08-20,TMAX,211
GM000010147,2008-12-10,TMAX,30
GM000010147,2007-06-12,TMAX,234
GM000010147,2013-07-03,TMIN,148
GM000010147,2005-08-02,TMAX,184
GM000010147,2008-09-05,TMIN,125
GM000010147,2012-08-12,TMAX,225
GM000010147,2012-08-12,TMIN,97
GM000010147,2012-01-30,TMIN,-70
GM000010147,2013-04-11,TMAX,94
GM000010147,2008-01-15,TMIN,65
GM000010147,2007-07-14,TMIN,160
GM000010147,2013-04-11,TMIN,44
GM000010147,2009-12-28,TMIN,-34
GM000010147,2009-11-09,TMIN,59
GM000010147,2010-01-11,TMAX,12
GM000010147,2011-05-05,TMIN,-12
GM000010147,2009-12-28,TMAX,58
GM000010147,2010-08-03,TMAX,213
GM000010147,2015-03-30,TMAX,76
GM000010147,2005-03-22,TMAX,125
GM000010147,2015-01-20,TMIN,-11
GM000010147,2010-01-11,TMIN,-11
GM000010147,2008-04-04,TMIN,45
GM000010147,2005-11-30,TMAX,45
GM000010147,2008-04-04,TMAX,96
GM000010147,2012-04-29,TMIN,71
GM000010147,2012-04-29,TMAX,165
GM000010147,2009-11-09,TMAX,79
GM000010147,2011-05-05,TMAX,169
GM000010147,2015-05-06,TMAX,183
GM000010147,2005-10-05,TMAX,185
GM000010147,2005-07-24,TMIN,132
GM000010147,2006-08-29,TMIN,117
GM000010147,2012-01-30,TMAX,-21
GM000010147,2013-03-29,TMAX,13
GM000010147,2013-03-29,TMIN,-15
GM000010147,2007-04-06,TMAX,107
GM000010147,2015-12-06,TMAX,117
GM000010147,2015-09-15,TMIN,111
GM000010147,2012-04-02,TMAX,75
GM000010147,2013-09-26,TMAX,143
GM000010147,2009-02-04,TMAX,28
GM000010147,2013-11-08,TMAX,108
GM000010147,2007-03-17,TMAX,104
GM000010147,2007-03-17,TMIN,48
GM000010147,2010-04-07,TMIN,61
GM000010147,2009-03-28,TMAX,95
GM000010147,2010-04-07,TMAX,173
GM000010147,2009-03-28,TMIN,38
GM000010147,2011-02-04,TMIN,32
GM000010147,2013-11-08,TMIN,54
GM000010147,2012-02-01,TMIN,-85
GM000010147,2013-07-01,TMIN,131
GM000010147,2008-12-22,TMIN,57
GM000010147,2007-10-19,TMAX,105
GM000010147,2008-12-22,TMAX,103
GM000010147,2006-10-19,TMIN,98
GM000010147,2014-12-14,TMAX,41
GM000010147,2010-11-05,TMIN,85
GM000010147,2013-09-07,TMAX,256
GM000010147,2009-12-22,TMAX,20
GM000010147,2013-09-07,TMIN,160
GM000010147,2009-12-22,TMIN,-27
GM000010147,2007-12-24,TMIN,-14
GM000010147,2007-11-16,TMAX,72
GM000010147,2014-12-14,TMIN,6
GM000010147,2012-02-01,TMAX,-21
GM000010147,2013-08-29,TMIN,88
GM000010147,2005-09-23,TMAX,218
GM000010147,2011-06-25,TMAX,192
GM000010147,2015-12-09,TMIN,37
GM000010147,2011-06-25,TMIN,94
GM000010147,2005-05-19,TMIN,19
GM000010147,2009-08-24,TMAX,255
GM000010147,2007-04-13,TMAX,203
GM000010147,2007-04-13,TMIN,66
GM000010147,2005-07-08,TMIN,139
GM000010147,2009-10-22,TMAX,76
GM000010147,2010-05-11,TMIN,41
GM000010147,2009-10-22,TMIN,54
GM000010147,2013-04-23,TMIN,67
GM000010147,2010-07-27,TMIN,123
GM000010147,2010-05-11,TMAX,97
GM000010147,2013-04-23,TMAX,144
GM000010147,2005-01-28,TMAX,3
GM000010147,2005-01-28,TMIN,-70
GM000010147,2013-11-17,TMAX,94
GM000010147,2009-08-24,TMIN,133
GM000010147,2010-07-05,TMIN,123
GM000010147,2010-07-05,TMAX,244
GM000010147,2008-10-08,TMIN,115
GM000010147,2008-10-08,TMAX,187
GM000010147,2013-11-17,TMIN,68
GM000010147,2007-10-19,TMIN,14
GM000010147,2006-08-11,TMAX,198
GM000010147,2008-08-01,TMAX,288
GM000010147,2013-07-01,TMAX,211
GM000010147,2008-08-01,TMIN,167
GM000010147,2006-08-11,TMIN,118
GM000010147,2012-11-10,TMAX,99
GM000010147,2015-09-26,TMIN,59
GM000010147,2007-12-24,TMAX,7
GM000010147,2015-09-26,TMAX,174
GM000010147,2012-07-23,TMAX,249
GM000010147,2008-08-05,TMAX,207
GM000010147,2011-05-06,TMAX,224
GM000010147,2008-04-18,TMAX,107
GM000010147,2011-05-08,TMIN,107
GM000010147,2007-10-13,TMIN,21
GM000010147,2007-06-17,TMAX,207
GM000010147,2014-12-25,TMAX,66
GM000010147,2015-07-27,TMAX,205
GM000010147,2011-07-11,TMIN,122
GM000010147,2011-07-11,TMAX,236
GM000010147,2010-11-05,TMAX,144
GM000010147,2015-04-04,TMIN,-28
GM000010147,2006-01-10,TMIN,-66
GM000010147,2014-12-25,TMIN,0
GM000010147,2006-01-10,TMAX,41
GM000010147,2013-08-29,TMAX,223
GM000010147,2008-03-28,TMIN,12
GM000010147,2014-03-30,TMAX,187
GM000010147,2015-03-31,TMIN,11
GM000010147,2005-07-04,TMAX,305
GM000010147,2012-12-16,TMIN,39
GM000010147,2012-04-19,TMIN,43
GM000010147,2014-05-25,TMIN,113
GM000010147,2014-05-25,TMAX,219
GM000010147,2012-12-16,TMAX,72
GM000010147,2015-10-10,TMAX,113
GM000010147,2012-07-23,TMIN,121
GM000010147,2005-05-19,TMAX,174
GM000010147,2008-06-16,TMAX,170
GM000010147,2005-11-27,TMAX,12
GM000010147,2011-05-03,TMIN,-26
GM000010147,2011-02-04,TMAX,107
GM000010147,2014-09-28,TMIN,73
GM000010147,2006-09-20,TMIN,99
GM000010147,2006-09-20,TMAX,195
GM000010147,2014-02-17,TMAX,72
GM000010147,2007-11-16,TMIN,15
GM000010147,2008-09-10,TMAX,222
GM000010147,2013-03-10,TMAX,-14
GM000010147,2007-06-17,TMIN,113
GM000010147,2011-09-19,TMIN,66
GM000010147,2015-07-27,TMIN,131
GM000010147,2011-05-06,TMIN,50
GM000010147,2008-06-16,TMIN,62
GM000010147,2015-04-04,TMAX,102
GM000010147,2011-09-19,TMAX,174
GM000010147,2010-09-07,TMAX,171
GM000010147,2010-03-13,TMIN,25
GM000010147,2011-05-03,TMAX,124
GM000010147,2010-09-07,TMIN,94
GM000010147,2010-03-13,TMAX,64
GM000010147,2008-09-10,TMIN,133
GM000010147,2011-05-08,TMAX,246
GM000010147,2013-03-10,TMIN,-31
GM000010147,2014-03-30,TMIN,32
GM000010147,2008-04-18,TMIN,36
GM000010147,2005-11-27,TMIN,-31
GM000010147,2007-10-13,TMAX,134
GM000010147,2005-08-14,TMAX,176
GM000010147,2005-07-08,TMAX,197
GM000010147,2011-05-19,TMAX,158
GM000010147,2015-04-17,TMIN,24
GM000010147,2015-05-02,TMIN,22
GM000010147,2014-06-16,TMIN,85
GM000010147,2009-08-28,TMAX,206
GM000010147,2012-07-12,TMAX,185
GM000010147,2007-09-12,TMAX,172
GM000010147,2007-04-30,TMAX,187
GM000010147,2007-09-12,TMIN,104
GM000010147,2014-06-16,TMAX,185
GM000010147,2011-08-05,TMAX,240
GM000010147,2012-05-31,TMIN,71
GM000010147,2012-05-31,TMAX,156
GM000010147,2011-01-09,TMIN,23
GM000010147,2011-01-09,TMAX,71
GM000010147,2015-05-02,TMAX,127
GM000010147,2011-03-18,TMAX,70
GM000010147,2007-10-25,TMAX,105
GM000010147,2011-03-18,TMIN,13
GM000010147,2006-11-15,TMIN,95
GM000010147,2007-10-25,TMIN,73
GM000010147,2007-02-16,TMIN,23
GM000010147,2005-12-22,TMAX,74
GM000010147,2007-01-06,TMAX,90
GM000010147,2010-02-21,TMIN,-10
GM000010147,2005-12-22,TMIN,36
GM000010147,2009-09-08,TMIN,120
GM000010147,2015-06-30,TMIN,100
GM000010147,2005-11-22,TMIN,-46
GM000010147,2015-02-18,TMIN,-1
GM000010147,2005-11-22,TMAX,30
GM000010147,2006-11-15,TMAX,141
GM000010147,2005-04-20,TMAX,112
GM000010147,2012-07-12,TMIN,110
GM000010147,2008-08-15,TMIN,95
GM000010147,2008-08-15,TMAX,201
GM000010147,2005-02-03,TMIN,16
GM000010147,2015-04-17,TMAX,129
GM000010147,2011-02-15,TMIN,-19
GM000010147,2011-02-15,TMAX,1
GM000010147,2015-10-10,TMIN,29
GM000010147,2005-04-16,TMIN,71
GM000010147,2005-04-16,TMAX,176
GM000010147,2014-06-14,TMAX,214
GM000010147,2010-06-21,TMIN,55
GM000010147,2010-06-21,TMAX,197
GM000010147,2014-04-23,TMIN,91
GM000010147,2014-06-28,TMAX,214
GM000010147,2014-04-23,TMAX,167
GM000010147,2005-05-16,TMAX,122
GM000010147,2013-08-06,TMAX,253
GM000010147,2007-09-06,TMAX,184
GM000010147,2005-04-20,TMIN,11
GM000010147,2007-09-06,TMIN,120
GM000010147,2009-09-08,TMAX,267
GM000010147,2014-06-14,TMIN,90
GM000010147,2013-08-06,TMIN,147
GM000010147,2006-05-20,TMIN,95
GM000010147,2006-05-20,TMAX,153
GM000010147,2009-08-28,TMIN,114
GM000010147,2014-07-23,TMAX,273
GM000010147,2014-06-28,TMIN,138
GM000010147,2006-02-28,TMIN,-16
GM000010147,2005-08-09,TMAX,144
GM000010147,2008-12-16,TMAX,41
GM000010147,2007-09-30,TMIN,101
GM000010147,2008-11-02,TMIN,59
GM000010147,2005-07-23,TMAX,173
GM000010147,2015-04-27,TMIN,10
GM000010147,2005-07-23,TMIN,133
GM000010147,2015-04-27,TMAX,123
GM000010147,2014-04-09,TMIN,55
GM000010147,2007-09-30,TMAX,159
GM000010147,2014-11-05,TMAX,97
GM000010147,2015-02-18,TMAX,65
GM000010147,2014-04-09,TMAX,112
GM000010147,2011-11-12,TMAX,52
GM000010147,2014-11-05,TMIN,82
GM000010147,2008-12-16,TMIN,24
GM000010147,2008-11-02,TMAX,100
GM000010147,2011-05-19,TMIN,115
GM000010147,2012-09-09,TMIN,118
GM000010147,2012-09-09,TMAX,256
GM000010147,2015-12-18,TMIN,107
GM000010147,2015-12-18,TMAX,128
GM000010147,2009-05-06,TMIN,55
GM000010147,2009-05-06,TMAX,127
GM000010147,2005-08-14,TMIN,132
GM000010147,2007-01-06,TMIN,46
GM000010147,2006-10-19,TMAX,176
GM000010147,2013-10-11,TMIN,84
GM000010147,2013-10-31,TMIN,59
GM000010147,2010-01-22,TMAX,-46
GM000010147,2012-04-17,TMAX,110
GM000010147,2010-01-13,TMIN,-35
GM000010147,2010-01-13,TMAX,-12
GM000010147,2006-06-09,TMIN,85
GM000010147,2009-02-03,TMAX,37
GM000010147,2013-10-31,TMAX,122
GM000010147,2006-02-28,TMAX,18
GM000010147,2006-06-09,TMAX,227
GM000010147,2014-09-28,TMAX,204
GM000010147,2011-08-05,TMIN,137
GM000010147,2005-08-09,TMIN,120
GM000010147,2010-01-22,TMIN,-71
GM000010147,2009-02-03,TMIN,15
GM000010147,2007-11-19,TMAX,37
GM000010147,2005-05-16,TMIN,51
GM000010147,2015-06-30,TMAX,233
GM000010147,2013-03-12,TMIN,-113
GM000010147,2013-03-12,TMAX,-9
GM000010147,2007-01-14,TMIN,48
GM000010147,2007-01-14,TMAX,104
GM000010147,2007-11-19,TMIN,9
GM000010147,2010-02-21,TMAX,14
GM000010147,2011-11-12,TMIN,-20
GM000010147,2007-02-16,TMAX,59
GM000010147,2009-05-18,TMAX,204
GM000010147,2012-04-17,TMIN,-4
GM000010147,2009-05-18,TMIN,86
GM000010147,2013-10-11,TMAX,152
GM000010147,2010-07-27,TMAX,243
GM000010147,2005-09-23,TMIN,77
GM000010147,2012-01-01,TMAX,125
GM000010147,2014-07-23,TMIN,154
GM000010147,2006-08-28,TMAX,194
GM000010147,2006-08-28,TMIN,118
GM000010147,2007-05-10,TMIN,81
GM000010147,2013-02-26,TMAX,21
GM000010147,2014-10-25,TMAX,127
GM000010147,2013-10-08,TMIN,67
GM000010147,2011-05-22,TMAX,245
GM000010147,2014-11-01,TMAX,197
GM000010147,2009-10-26,TMAX,132
GM000010147,2013-03-05,TMAX,146
GM000010147,2013-02-26,TMIN,11
GM000010147,2007-07-23,TMIN,117
GM000010147,2011-05-22,TMIN,97
GM000010147,2012-11-20,TMIN,51
GM000010147,2005-02-16,TMIN,-16
GM000010147,2007-07-23,TMAX,211
GM000010147,2013-01-23,TMAX,1
GM000010147,2005-06-28,TMIN,96
GM000010147,2012-02-21,TMIN,7
GM000010147,2012-11-20,TMAX,89
GM000010147,2014-11-01,TMIN,85
GM000010147,2012-02-21,TMAX,61
GM000010147,2007-04-20,TMAX,85
GM000010147,2007-05-10,TMAX,172
GM000010147,2007-04-20,TMIN,20
GM000010147,2013-03-05,TMIN,-3
GM000010147,2006-01-11,TMAX,47
GM000010147,2008-09-13,TMAX,176
GM000010147,2010-06-20,TMIN,80
GM000010147,2005-05-24,TMAX,178
GM000010147,2006-05-21,TMIN,96
GM000010147,2005-10-07,TMIN,90
GM000010147,2006-03-04,TMAX,33
GM000010147,2013-11-22,TMAX,55
GM000010147,2010-10-20,TMAX,104
GM000010147,2012-01-10,TMIN,38
GM000010147,2006-08-19,TMIN,139
GM000010147,2013-06-01,TMIN,106
GM000010147,2013-06-01,TMAX,162
GM000010147,2013-08-12,TMIN,119
GM000010147,2008-02-22,TMAX,116
GM000010147,2012-01-10,TMAX,74
GM000010147,2013-11-22,TMIN,20
GM000010147,2015-11-27,TMAX,65
GM000010147,2005-07-04,TMIN,142
GM000010147,2005-02-03,TMAX,66
GM000010147,2009-10-14,TMIN,-6
GM000010147,2014-10-25,TMIN,97
GM000010147,2009-10-26,TMIN,111
GM000010147,2015-10-15,TMIN,60
GM000010147,2005-01-16,TMAX,38
GM000010147,2013-08-12,TMAX,207
GM000010147,2009-10-14,TMAX,87
GM000010147,2008-02-22,TMIN,73
GM000010147,2005-02-27,TMIN,-75
GM000010147,2005-02-27,TMAX,-18
GM000010147,2015-08-08,TMAX,220
GM000010147,2015-08-08,TMIN,125
GM000010147,2009-10-24,TMAX,95
GM000010147,2008-05-28,TMAX,252
GM000010147,2011-03-02,TMAX,2
GM000010147,2012-02-03,TMAX,-41
GM000010147,2005-05-24,TMIN,59
GM000010147,2014-02-17,TMIN,-3
GM000010147,2006-03-24,TMAX,87
GM000010147,2013-03-18,TMAX,11
GM000010147,2013-03-18,TMIN,-18
GM000010147,2007-09-28,TMIN,129
GM000010147,2009-07-06,TMIN,137
GM000010147,2011-02-10,TMAX,77
GM000010147,2011-02-10,TMIN,13
GM000010147,2008-12-30,TMAX,-36
GM000010147,2015-11-07,TMAX,172
GM000010147,2006-03-24,TMIN,-16
GM000010147,2009-05-09,TMIN,55
GM000010147,2015-11-07,TMIN,137
GM000010147,2009-02-04,TMIN,15
GM000010147,2012-03-02,TMAX,67
GM000010147,2008-10-14,TMIN,93
GM000010147,2009-05-09,TMAX,180
GM000010147,2005-03-25,TMAX,112
GM000010147,2012-03-02,TMIN,34
GM000010147,2015-12-15,TMIN,37
GM000010147,2011-08-13,TMIN,152
GM000010147,2015-12-15,TMAX,66
GM000010147,2011-09-11,TMIN,164
GM000010147,2008-10-14,TMAX,163
GM000010147,2011-08-13,TMAX,224
GM000010147,2015-10-21,TMAX,117
GM000010147,2009-03-27,TMIN,33
GM000010147,2011-03-02,TMIN,-29
GM000010147,2009-07-06,TMAX,251
GM000010147,2015-03-13,TMAX,59
GM000010147,2013-12-19,TMAX,86
GM000010147,2008-06-21,TMAX,207
GM000010147,2012-02-03,TMIN,-145
GM000010147,2009-10-24,TMIN,65
GM000010147,2013-10-08,TMAX,164
GM000010147,2010-06-20,TMAX,178
GM000010147,2005-06-28,TMAX,206
GM000010147,2015-03-13,TMIN,-14
GM000010147,2013-09-20,TMIN,98
GM000010147,2007-03-28,TMIN,31
GM000010147,2013-09-20,TMAX,167
GM000010147,2012-07-20,TMIN,112
GM000010147,2009-03-16,TMIN,56
GM000010147,2015-12-09,TMAX,98
GM000010147,2011-10-10,TMAX,157
GM000010147,2008-08-06,TMIN,121
GM000010147,2013-12-19,TMIN,26
GM000010147,2012-07-20,TMAX,165
GM000010147,2008-09-13,TMIN,69
GM000010147,2007-03-28,TMAX,175
GM000010147,2011-09-11,TMAX,236
GM000010147,2011-10-10,TMIN,109
GM000010147,2008-06-21,TMIN,113
GM000010147,2010-06-01,TMAX,188
GM000010147,2010-06-01,TMIN,86
GM000010147,2009-03-27,TMAX,95
GM000010147,2011-07-22,TMAX,158
GM000010147,2006-05-21,TMAX,156
GM000010147,2006-02-11,TMIN,-44
GM000010147,2005-10-07,TMAX,202
GM000010147,2005-01-16,TMIN,-29
GM000010147,2008-08-06,TMAX,249
GM000010147,2010-07-20,TMIN,156
GM000010147,2012-01-01,TMIN,45
GM000010147,2014-06-04,TMIN,108
GM000010147,2011-10-26,TMIN,46
GM000010147,2010-07-20,TMAX,303
GM000010147,2012-11-09,TMIN,76
GM000010147,2014-06-04,TMAX,243
GM000010147,2011-12-07,TMIN,6
GM000010147,2006-11-10,TMAX,107
GM000010147,2011-06-19,TMIN,114
GM000010147,2011-06-19,TMAX,158
GM000010147,2007-04-11,TMIN,51
GM000010147,2014-10-11,TMAX,185
GM000010147,2006-11-10,TMIN,36
GM000010147,2011-04-26,TMAX,218
GM000010147,2011-01-28,TMAX,5
GM000010147,2011-04-26,TMIN,42
GM000010147,2012-05-16,TMIN,35
GM000010147,2014-10-11,TMIN,89
GM000010147,2013-03-14,TMIN,-89
GM000010147,2007-04-11,TMAX,152
GM000010147,2014-08-25,TMIN,56
GM000010147,2010-05-22,TMIN,100
GM000010147,2013-01-06,TMIN,58
GM000010147,2013-01-06,TMAX,80
GM000010147,2014-12-29,TMIN,-1
GM000010147,2012-03-09,TMAX,102
GM000010147,2010-01-24,TMIN,-114
GM000010147,2007-11-17,TMIN,53
GM000010147,2007-04-23,TMIN,45
GM000010147,2015-03-31,TMAX,85
GM000010147,2014-09-08,TMAX,201
GM000010147,2007-12-05,TMAX,122
GM000010147,2010-01-24,TMAX,-72
GM000010147,2010-10-27,TMIN,62
GM000010147,2012-04-19,TMAX,179
GM000010147,2010-10-27,TMAX,95
GM000010147,2007-06-29,TMAX,173
GM000010147,2011-12-07,TMAX,54
GM000010147,2007-06-29,TMIN,84
GM000010147,2005-08-18,TMIN,116
GM000010147,2006-01-05,TMIN,-1
GM000010147,2014-08-25,TMAX,167
GM000010147,2011-01-28,TMIN,-73
GM000010147,2006-01-05,TMAX,16
GM000010147,2011-03-06,TMIN,-55
GM000010147,2014-09-08,TMIN,103
GM000010147,2011-03-06,TMAX,60
GM000010147,2012-11-10,TMIN,65
GM000010147,2013-11-28,TMIN,59
GM000010147,2012-12-07,TMIN,-90
GM000010147,2005-08-18,TMAX,253
GM000010147,2007-12-05,TMIN,59
GM000010147,2012-03-09,TMIN,3
GM000010147,2013-11-28,TMAX,91
GM000010147,2007-11-17,TMAX,69
GM000010147,2007-04-23,TMAX,227
GM000010147,2011-10-26,TMAX,137
GM000010147,2015-10-15,TMAX,97
GM000010147,2013-06-17,TMAX,231
GM000010147,2010-05-22,TMAX,213
GM000010147,2012-11-03,TMIN,49
GM000010147,2010-03-30,TMAX,147
GM000010147,2012-05-04,TMAX,149
GM000010147,2010-10-20,TMIN,25
GM000010147,2015-10-21,TMIN,76
GM000010147,2014-11-12,TMIN,84
GM000010147,2014-11-12,TMAX,106
GM000010147,2008-04-29,TMIN,78
GM000010147,2011-10-01,TMAX,261
GM000010147,2005-07-30,TMAX,217
GM000010147,2011-05-13,TMAX,173
GM000010147,2011-05-13,TMIN,66
GM000010147,2009-04-22,TMAX,120
GM000010147,2009-04-22,TMIN,59
GM000010147,2008-01-09,TMIN,30
GM000010147,2010-03-30,TMIN,54
GM000010147,2012-11-09,TMAX,100
GM000010147,2008-01-09,TMAX,65
GM000010147,2005-07-30,TMIN,135
GM000010147,2006-08-19,TMAX,264
GM000010147,2008-05-28,TMIN,122
GM000010147,2012-11-30,TMIN,-18
GM000010147,2006-03-04,TMIN,-20
GM000010147,2012-11-30,TMAX,27
GM000010147,2015-11-27,TMIN,2
GM000010147,2006-01-11,TMIN,22
GM000010147,2011-10-01,TMIN,100
GM000010147,2012-11-03,TMAX,89
GM000010147,2012-06-24,TMAX,148
GM000010147,2014-02-23,TMAX,103
GM000010147,2014-02-23,TMIN,24
GM000010147,2012-06-24,TMIN,117
GM000010147,2014-12-29,TMAX,21
GM000010147,2008-03-28,TMAX,111
GM000010147,2013-06-17,TMIN,74
GM000010147,2012-05-16,TMAX,113
GM000010147,2010-05-03,TMAX,88
GM000010147,2011-12-26,TMIN,95
GM000010147,2014-08-29,TMAX,216
GM000010147,2011-12-26,TMAX,117
GM000010147,2010-05-03,TMIN,52
GM000010147,2008-02-02,TMIN,-1
GM000010147,2015-03-20,TMAX,66
GM000010147,2014-08-29,TMIN,132
GM000010147,2008-02-02,TMAX,45
GM000010147,2012-07-06,TMAX,256
GM000010147,2012-07-06,TMIN,162
GM000010147,2007-09-21,TMAX,188
GM000010147,2012-12-07,TMAX,-12
GM000010147,2015-03-20,TMIN,-23
GM000010147,2013-03-14,TMAX,3
GM000010147,2007-09-21,TMIN,124
GM000010147,2011-10-05,TMAX,176
GM000010147,2011-10-05,TMIN,118
GM000010147,2008-04-29,TMAX,117
GM000010147,2014-01-16,TMAX,56
GM000010147,2014-01-16,TMIN,20
GM000010147,2014-11-02,TMIN,91
GM000010147,2012-05-04,TMIN,83
GM000010147,2005-06-20,TMAX,293
GM000010147,2008-03-15,TMAX,89
GM000010147,2013-04-21,TMIN,8
GM000010147,2011-12-28,TMIN,67
GM000010147,2015-09-09,TMAX,186
GM000010147,2009-04-12,TMIN,75
GM000010147,2008-09-12,TMIN,105
GM000010147,2008-09-12,TMAX,205
